id,slug,date,url,title,excerpt,site
http://www.exploreplasticsurgery.com/2009/10/25/indianapolis-doc-chat-radio-show-discusses-breast-cancer-and-breast-reconstruction/,indianapolis-doc-chat-radio-show-discusses-breast-cancer-and-breast-reconstruction,,http://www.exploreplasticsurgery.com/2009/10/25/indianapolis-doc-chat-radio-show-discusses-breast-cancer-and-breast-reconstruction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/09/11/joan-rivers-a-comedians-legacy-to-plastic-surgery/,joan-rivers-a-comedians-legacy-to-plastic-surgery,,http://www.exploreplasticsurgery.com/2014/09/11/joan-rivers-a-comedians-legacy-to-plastic-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/03/09/lip-wrinkles-in-women-anatomy-and-treatment-approaches/,lip-wrinkles-in-women-anatomy-and-treatment-approaches,,http://www.exploreplasticsurgery.com/2010/03/09/lip-wrinkles-in-women-anatomy-and-treatment-approaches/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/06/09/liposuction-and-the-fat-redistribution-effects/,liposuction-and-the-fat-redistribution-effects,,http://www.exploreplasticsurgery.com/2014/06/09/liposuction-and-the-fat-redistribution-effects/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/06/29/love-handle-removal-with-smartlipo-laser-liposuction/,love-handle-removal-with-smartlipo-laser-liposuction,,http://www.exploreplasticsurgery.com/2009/06/29/love-handle-removal-with-smartlipo-laser-liposuction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/30/management-of-the-step-off-in-a-sliding-genioplasty/,management-of-the-step-off-in-a-sliding-genioplasty,,http://www.exploreplasticsurgery.com/2014/03/30/management-of-the-step-off-in-a-sliding-genioplasty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/10/17/midface-rejuvenation-cheek-lifts-vs-cheek-implants/,midface-rejuvenation-cheek-lifts-vs-cheek-implants,,http://www.exploreplasticsurgery.com/2009/10/17/midface-rejuvenation-cheek-lifts-vs-cheek-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/03/14/non-surgical-skin-tightening-is-currently-more-hype-than-reality/,non-surgical-skin-tightening-is-currently-more-hype-than-reality,,http://www.exploreplasticsurgery.com/2011/03/14/non-surgical-skin-tightening-is-currently-more-hype-than-reality/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/03/19/options-for-natural-cheek-augmentation/,options-for-natural-cheek-augmentation,,http://www.exploreplasticsurgery.com/2013/03/19/options-for-natural-cheek-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/01/26/options-in-cheek-and-midface-enhancement-for-the-aging-face/,options-in-cheek-and-midface-enhancement-for-the-aging-face,,http://www.exploreplasticsurgery.com/2014/01/26/options-in-cheek-and-midface-enhancement-for-the-aging-face/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/12/08/options-in-contemporary-surgical-neck-rejuvenation/,options-in-contemporary-surgical-neck-rejuvenation,,http://www.exploreplasticsurgery.com/2013/12/08/options-in-contemporary-surgical-neck-rejuvenation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/28/plastic-surgery-case-study-corner-of-mouth-lifts-with-perioral-mound-liposuction/,plastic-surgery-case-study-corner-of-mouth-lifts-with-perioral-mound-liposuction,,http://www.exploreplasticsurgery.com/2014/05/28/plastic-surgery-case-study-corner-of-mouth-lifts-with-perioral-mound-liposuction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/06/plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy/,plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy,,http://www.exploreplasticsurgery.com/2014/11/06/plastic-surgery-case-study-liposuction-for-congenital-flank-lipodystrophy/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/02/plastic-surgery-case-study-maxillomandibular-advancement-for-sleep-apnea-and-improved-facial-profile/,plastic-surgery-case-study-maxillomandibular-advancement-for-sleep-apnea-and-improved-facial-profile,,http://www.exploreplasticsurgery.com/2014/11/02/plastic-surgery-case-study-maxillomandibular-advancement-for-sleep-apnea-and-improved-facial-profile/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/06/plastic-surgery-humor-facelift/,plastic-surgery-humor-facelift,,http://www.exploreplasticsurgery.com/2014/03/06/plastic-surgery-humor-facelift/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/14/plastic-surgery-product-emend-antiemetic-drug/,plastic-surgery-product-emend-antiemetic-drug,,http://www.exploreplasticsurgery.com/2014/05/14/plastic-surgery-product-emend-antiemetic-drug/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/01/plastic-surgery-wisdom-the-revisional-surgery-patient-the-cautious-consumer/,plastic-surgery-wisdom-the-revisional-surgery-patient-the-cautious-consumer,,http://www.exploreplasticsurgery.com/2014/11/01/plastic-surgery-wisdom-the-revisional-surgery-patient-the-cautious-consumer/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/08/06/plastic-surgerys-did-you-know-4/,plastic-surgerys-did-you-know-4,,http://www.exploreplasticsurgery.com/2012/08/06/plastic-surgerys-did-you-know-4/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/08/31/plastic-surgerys-did-you-know-anatomy-of-the-protruding-ear/,plastic-surgerys-did-you-know-anatomy-of-the-protruding-ear,,http://www.exploreplasticsurgery.com/2013/08/31/plastic-surgerys-did-you-know-anatomy-of-the-protruding-ear/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/11/12/plastic-surgerys-did-you-know-board-certification-matters/,plastic-surgerys-did-you-know-board-certification-matters,,http://www.exploreplasticsurgery.com/2013/11/12/plastic-surgerys-did-you-know-board-certification-matters/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/11/17/plastic-surgerys-did-you-know-body-dysmorphic-disorder/,plastic-surgerys-did-you-know-body-dysmorphic-disorder,,http://www.exploreplasticsurgery.com/2013/11/17/plastic-surgerys-did-you-know-body-dysmorphic-disorder/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/07/17/plastic-surgerys-did-you-know-breast-implant-serial-numbers/,plastic-surgerys-did-you-know-breast-implant-serial-numbers,,http://www.exploreplasticsurgery.com/2013/07/17/plastic-surgerys-did-you-know-breast-implant-serial-numbers/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/24/plastic-surgerys-did-you-know-fat-cell-biology/,plastic-surgerys-did-you-know-fat-cell-biology,,http://www.exploreplasticsurgery.com/2014/05/24/plastic-surgerys-did-you-know-fat-cell-biology/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/plastic-surgerys-did-you-know-gummy-bear-breast-implants/,plastic-surgerys-did-you-know-gummy-bear-breast-implants,,http://www.exploreplasticsurgery.com/2014/11/09/plastic-surgerys-did-you-know-gummy-bear-breast-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/07/29/plastic-surgerys-did-you-know-lip-wrinkles/,plastic-surgerys-did-you-know-lip-wrinkles,,http://www.exploreplasticsurgery.com/2012/07/29/plastic-surgerys-did-you-know-lip-wrinkles/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/09/24/plastic-surgerys-did-you-know-rhytiphobia-and-botox/,plastic-surgerys-did-you-know-rhytiphobia-and-botox,,http://www.exploreplasticsurgery.com/2013/09/24/plastic-surgerys-did-you-know-rhytiphobia-and-botox/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/26/plastic-surgerys-did-you-know-the-function-of-eyebrows/,plastic-surgerys-did-you-know-the-function-of-eyebrows,,http://www.exploreplasticsurgery.com/2014/05/26/plastic-surgerys-did-you-know-the-function-of-eyebrows/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/10/28/plastic-surgerys-did-you-know-the-missing-element-in-jawline-enhancement/,plastic-surgerys-did-you-know-the-missing-element-in-jawline-enhancement,,http://www.exploreplasticsurgery.com/2013/10/28/plastic-surgerys-did-you-know-the-missing-element-in-jawline-enhancement/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/12/08/plastic-surgerys-did-you-know-the-roman-nose-and-rhinoplasty/,plastic-surgerys-did-you-know-the-roman-nose-and-rhinoplasty,,http://www.exploreplasticsurgery.com/2013/12/08/plastic-surgerys-did-you-know-the-roman-nose-and-rhinoplasty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/07/13/profileplasty-by-rhinoplasty-and-sliding-genioplasty/,profileplasty-by-rhinoplasty-and-sliding-genioplasty,,http://www.exploreplasticsurgery.com/2013/07/13/profileplasty-by-rhinoplasty-and-sliding-genioplasty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/10/29/repair-of-the-large-gauged-earlobe/,repair-of-the-large-gauged-earlobe,,http://www.exploreplasticsurgery.com/2014/10/29/repair-of-the-large-gauged-earlobe/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/01/09/sientra-textured-silicone-breast-implant-capsular-contracture-warranty/,sientra-textured-silicone-breast-implant-capsular-contracture-warranty,,http://www.exploreplasticsurgery.com/2014/01/09/sientra-textured-silicone-breast-implant-capsular-contracture-warranty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/07/04/silicone-breast-implants-past-present-and-future/,silicone-breast-implants-past-present-and-future,,http://www.exploreplasticsurgery.com/2014/07/04/silicone-breast-implants-past-present-and-future/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/03/11/skin-wrinkle-types-and-their-treatments/,skin-wrinkle-types-and-their-treatments,,http://www.exploreplasticsurgery.com/2012/03/11/skin-wrinkle-types-and-their-treatments/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/sliding-genioplasty-modification-for-jawlinelower-facial-reshaping/,sliding-genioplasty-modification-for-jawlinelower-facial-reshaping,,http://www.exploreplasticsurgery.com/2014/11/09/sliding-genioplasty-modification-for-jawlinelower-facial-reshaping/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/08/22/soft-tissue-approaches-to-treatment-of-the-gummy-smile/,soft-tissue-approaches-to-treatment-of-the-gummy-smile,,http://www.exploreplasticsurgery.com/2010/08/22/soft-tissue-approaches-to-treatment-of-the-gummy-smile/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/09/strategies-for-avoiding-implant-asymmetry-after-breast-augmentation/,strategies-for-avoiding-implant-asymmetry-after-breast-augmentation,,http://www.exploreplasticsurgery.com/2014/03/09/strategies-for-avoiding-implant-asymmetry-after-breast-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/08/03/structural-facial-surgery-in-men-the-male-model-look/,structural-facial-surgery-in-men-the-male-model-look,,http://www.exploreplasticsurgery.com/2011/08/03/structural-facial-surgery-in-men-the-male-model-look/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/10/10/technical-strategies-in-plastic-surgery-combining-chin-implant-and-sliding-genioplasty-for-large-chin-augmentations/,technical-strategies-in-plastic-surgery-combining-chin-implant-and-sliding-genioplasty-for-large-chin-augmentations,,http://www.exploreplasticsurgery.com/2014/10/10/technical-strategies-in-plastic-surgery-combining-chin-implant-and-sliding-genioplasty-for-large-chin-augmentations/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/09/17/technical-strategies-in-plastic-surgery-exparel-for-rapid-recovery-breast-augmentation/,technical-strategies-in-plastic-surgery-exparel-for-rapid-recovery-breast-augmentation,,http://www.exploreplasticsurgery.com/2014/09/17/technical-strategies-in-plastic-surgery-exparel-for-rapid-recovery-breast-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-fat-injections-for-the-bony-shoulder/,technical-strategies-in-plastic-surgery-fat-injections-for-the-bony-shoulder,,http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-fat-injections-for-the-bony-shoulder/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/08/19/technical-strategies-in-plastic-surgery-microliposuction-of-the-perioral-mounds/,technical-strategies-in-plastic-surgery-microliposuction-of-the-perioral-mounds,,http://www.exploreplasticsurgery.com/2014/08/19/technical-strategies-in-plastic-surgery-microliposuction-of-the-perioral-mounds/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-small-cannula-power-assisted-liposuction-in-the-lower-extremity-for-cankles/,technical-strategies-in-plastic-surgery-small-cannula-power-assisted-liposuction-in-the-lower-extremity-for-cankles,,http://www.exploreplasticsurgery.com/2014/11/09/technical-strategies-in-plastic-surgery-small-cannula-power-assisted-liposuction-in-the-lower-extremity-for-cankles/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2009/03/16/testosterone-supplementation-for-men-on-doc-chat-radio-show-indianapolis/,testosterone-supplementation-for-men-on-doc-chat-radio-show-indianapolis,,http://www.exploreplasticsurgery.com/2009/03/16/testosterone-supplementation-for-men-on-doc-chat-radio-show-indianapolis/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/03/10/the-association-of-breast-implants-and-confectionary-delights/,the-association-of-breast-implants-and-confectionary-delights,,http://www.exploreplasticsurgery.com/2014/03/10/the-association-of-breast-implants-and-confectionary-delights/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/01/the-biocompatibility-of-silicone-polymer-implants-in-plastic-surgery/,the-biocompatibility-of-silicone-polymer-implants-in-plastic-surgery,,http://www.exploreplasticsurgery.com/2014/05/01/the-biocompatibility-of-silicone-polymer-implants-in-plastic-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2008/02/29/the-effect-of-silicone-breast-implants-on-breast-cancer-detection/,the-effect-of-silicone-breast-implants-on-breast-cancer-detection,,http://www.exploreplasticsurgery.com/2008/02/29/the-effect-of-silicone-breast-implants-on-breast-cancer-detection/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/05/18/the-effectiveness-of-muffin-top-liposuction/,the-effectiveness-of-muffin-top-liposuction,,http://www.exploreplasticsurgery.com/2014/05/18/the-effectiveness-of-muffin-top-liposuction/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/03/17/the-gummy-bear-breast-implant-more-than-just-a-cute-name/,the-gummy-bear-breast-implant-more-than-just-a-cute-name,,http://www.exploreplasticsurgery.com/2011/03/17/the-gummy-bear-breast-implant-more-than-just-a-cute-name/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/11/08/the-impact-of-breast-implants-and-breast-cancer-detection/,the-impact-of-breast-implants-and-breast-cancer-detection,,http://www.exploreplasticsurgery.com/2014/11/08/the-impact-of-breast-implants-and-breast-cancer-detection/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/05/13/the-importance-of-skeletal-support-in-midface-lifts/,the-importance-of-skeletal-support-in-midface-lifts,,http://www.exploreplasticsurgery.com/2013/05/13/the-importance-of-skeletal-support-in-midface-lifts/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/04/11/the-new-gummy-bear-breast-implants/,the-new-gummy-bear-breast-implants,,http://www.exploreplasticsurgery.com/2012/04/11/the-new-gummy-bear-breast-implants/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/05/07/the-new-sientra-breast-implants-and-ultra-strong-silicone-gel/,the-new-sientra-breast-implants-and-ultra-strong-silicone-gel,,http://www.exploreplasticsurgery.com/2012/05/07/the-new-sientra-breast-implants-and-ultra-strong-silicone-gel/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/11/13/the-projection-and-width-of-the-chin-in-rhinoplasty/,the-projection-and-width-of-the-chin-in-rhinoplasty,,http://www.exploreplasticsurgery.com/2010/11/13/the-projection-and-width-of-the-chin-in-rhinoplasty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/03/21/the-psychological-aspects-of-facial-structural-surgery/,the-psychological-aspects-of-facial-structural-surgery,,http://www.exploreplasticsurgery.com/2012/03/21/the-psychological-aspects-of-facial-structural-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/07/28/the-role-of-the-chin-in-profileplasty/,the-role-of-the-chin-in-profileplasty,,http://www.exploreplasticsurgery.com/2013/07/28/the-role-of-the-chin-in-profileplasty/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/04/11/the-tissue-level-of-botox-injections-in-the-forehead/,the-tissue-level-of-botox-injections-in-the-forehead,,http://www.exploreplasticsurgery.com/2014/04/11/the-tissue-level-of-botox-injections-in-the-forehead/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/09/16/the-younger-facelift-less-is-just-about-right/,the-younger-facelift-less-is-just-about-right,,http://www.exploreplasticsurgery.com/2013/09/16/the-younger-facelift-less-is-just-about-right/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/01/13/three-dimensional-chin-augmentation-the-vertically-lengthening-implant/,three-dimensional-chin-augmentation-the-vertically-lengthening-implant,,http://www.exploreplasticsurgery.com/2014/01/13/three-dimensional-chin-augmentation-the-vertically-lengthening-implant/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/07/11/total-hand-rejuvenation/,total-hand-rejuvenation,,http://www.exploreplasticsurgery.com/2012/07/11/total-hand-rejuvenation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2014/02/09/treatment-of-greater-auricular-nerve-injuries-from-facelift-surgery/,treatment-of-greater-auricular-nerve-injuries-from-facelift-surgery,,http://www.exploreplasticsurgery.com/2014/02/09/treatment-of-greater-auricular-nerve-injuries-from-facelift-surgery/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/06/11/treatment-options-for-vertical-upper-lip-lines/,treatment-options-for-vertical-upper-lip-lines,,http://www.exploreplasticsurgery.com/2013/06/11/treatment-options-for-vertical-upper-lip-lines/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/08/02/trichloroacetic-acid-tca-facial-peeling-an-oldie-but-still-a-goodie/,trichloroacetic-acid-tca-facial-peeling-an-oldie-but-still-a-goodie,,http://www.exploreplasticsurgery.com/2010/08/02/trichloroacetic-acid-tca-facial-peeling-an-oldie-but-still-a-goodie/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/01/11/uncommon-but-effective-plastic-surgery-procedures/,uncommon-but-effective-plastic-surgery-procedures,,http://www.exploreplasticsurgery.com/2010/01/11/uncommon-but-effective-plastic-surgery-procedures/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2012/12/31/understanding-cheek-implant-augmentation/,understanding-cheek-implant-augmentation,,http://www.exploreplasticsurgery.com/2012/12/31/understanding-cheek-implant-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2010/09/30/understanding-gummy-bear-breast-augmentation/,understanding-gummy-bear-breast-augmentation,,http://www.exploreplasticsurgery.com/2010/09/30/understanding-gummy-bear-breast-augmentation/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2013/11/04/unnatural-facial-appearances-after-botox-injections/,unnatural-facial-appearances-after-botox-injections,,http://www.exploreplasticsurgery.com/2013/11/04/unnatural-facial-appearances-after-botox-injections/,,,https://exploreplasticsurgery.com
http://www.exploreplasticsurgery.com/2011/05/17/waistline-reshaping-with-liposuction-of-the-flanks-or-muffin-tops/,waistline-reshaping-with-liposuction-of-the-flanks-or-muffin-tops,,http://www.exploreplasticsurgery.com/2011/05/17/waistline-reshaping-with-liposuction-of-the-flanks-or-muffin-tops/,,,https://exploreplasticsurgery.com
